primary_type,id,case_number,date,block,iucr,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
BATTERY,13234471,JG452704,2023-10-06T00:20:00.000,014XX S BLUE ISLAND AVE,0420,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,False,1233,012,28,28,04B,1168519,1893359,2023,2023-10-14T15:41:53.000,41.862906101,-87.656858884,"{'latitude': '41.862906101', 'longitude': '-87.656858884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14920,29,96,26,43,15,150,28
ASSAULT,13234415,JG452713,2023-10-06T00:11:00.000,058XX W AUGUSTA BLVD,051A,AGGRAVATED - HANDGUN,APARTMENT,False,False,1511,015,29,25,04A,1137321,1906074,2023,2023-10-14T15:41:53.000,41.898415227,-87.771078975,"{'latitude': '41.898415227', 'longitude': '-87.771078975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,4299,26,671,7,5,25,70,29
BATTERY,13234384,JG452722,2023-10-06T00:00:00.000,0000X W TERMINAL ST,0460,SIMPLE,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,False,False,1652,016,41,76,08B,1100726,1934289,2023,2023-10-13T15:41:35.000,41.9764212,-87.904976266,"{'latitude': '41.9764212', 'longitude': '-87.904976266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34,16197,75,668,29,38,12,24,41
ASSAULT,13234369,JG452714,2023-10-06T00:00:00.000,058XX W AUGUSTA BLVD,0560,SIMPLE,APARTMENT,False,False,1511,015,29,25,08A,1137321,1906074,2023,2023-10-13T15:41:35.000,41.898415227,-87.771078975,"{'latitude': '41.898415227', 'longitude': '-87.771078975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,4299,26,671,7,5,25,70,29
BATTERY,13235864,JG454371,2023-10-06T00:00:00.000,069XX S DR MARTIN LUTHER KING JR DR,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0322,003,6,69,08B,1180118,1859062,2023,2023-10-13T15:41:35.000,41.768533683,-87.61533261,"{'latitude': '41.768533683', 'longitude': '-87.61533261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,22260,67,480,32,60,18,211,4
BATTERY,13235988,JG454688,2023-10-06T00:00:00.000,009XX W WEED ST,0460,SIMPLE,BAR OR TAVERN,False,False,1822,018,27,8,08B,1169697,1910457,2023,2023-10-13T15:41:35.000,41.909798633,-87.652036281,"{'latitude': '41.909798633', 'longitude': '-87.652036281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,22620,37,108,46,49,14,199,27
BATTERY,13235408,JG453896,2023-10-06T00:00:00.000,032XX S HOYNE AVE,0460,SIMPLE,APARTMENT,False,False,0912,009,12,59,08B,1162873,1883160,2023,2023-10-13T15:41:35.000,41.835039227,-87.677870489,"{'latitude': '41.835039227', 'longitude': '-87.677870489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14920,56,2,1,43,23,165,12
BATTERY,13234407,JG452667,2023-10-05T23:37:00.000,051XX W CHICAGO AVE,041A,AGGRAVATED - HANDGUN,SIDEWALK,False,False,1531,015,37,25,04B,1141769,1904840,2023,2023-10-13T15:41:35.000,41.894947832,-87.754772114,"{'latitude': '41.894947832', 'longitude': '-87.754772114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,694,45,32,25,69,37
BATTERY,13234432,JG452701,2023-10-05T23:30:00.000,052XX S KENWOOD AVE,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0234,002,4,41,08B,1186051,1870728,2023,2023-10-13T15:41:35.000,41.80040818,-87.593217433,"{'latitude': '41.80040818', 'longitude': '-87.593217433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21192,8,499,10,10,24,122,9
ASSAULT,13234546,JG452856,2023-10-05T23:30:00.000,031XX W 15TH PL,0560,SIMPLE,STREET,False,True,1022,010,24,29,08A,1155729,1892290,2023,2023-10-13T15:41:35.000,41.860239601,-87.703838503,"{'latitude': '41.860239601', 'longitude': '-87.703838503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,132,14,57,21,152,24
ASSAULT,13234419,JG452702,2023-10-05T23:30:00.000,048XX W ROOSEVELT RD,051A,AGGRAVATED - HANDGUN,SIDEWALK,False,False,1533,015,24,25,04A,1144486,1894271,2023,2023-10-13T15:41:35.000,41.865894511,-87.745059256,"{'latitude': '41.865894511', 'longitude': '-87.745059256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,22216,26,61,7,32,25,137,24
BATTERY,13234911,JG453066,2023-10-05T23:00:00.000,064XX N FAIRFIELD AVE,0430,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,2412,024,50,2,04B,1156827,1942514,2023,2023-10-13T15:41:35.000,41.998035805,-87.698442881,"{'latitude': '41.998035805', 'longitude': '-87.698442881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,22528,20,40,27,12,11,46,50
BATTERY,13234364,JG452630,2023-10-05T22:55:00.000,122XX S MAY ST,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0524,005,21,53,08B,1170881,1823572,2023,2023-10-13T15:41:35.000,41.671350522,-87.650222861,"{'latitude': '41.671350522', 'longitude': '-87.650222861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,50,662,22,13,10,220,21
BURGLARY,13234371,JG452637,2023-10-05T22:54:00.000,071XX S EAST END AVE,0650,HOME INVASION,APARTMENT,False,False,0324,003,7,43,05,1188769,1857996,2023,2023-10-13T15:41:35.000,41.76540594,-87.58365693,"{'latitude': '41.76540594', 'longitude': '-87.58365693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,452,37,24,18,217,5
BATTERY,13234448,JG452648,2023-10-05T22:53:00.000,060XX S CARPENTER ST,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0712,007,16,68,08B,1170349,1864752,2023,2023-10-13T15:41:35.000,41.784365934,-87.650975199,"{'latitude': '41.784365934', 'longitude': '-87.650975199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21559,66,434,2,11,17,261,16
ASSAULT,13234362,JG452666,2023-10-05T22:45:00.000,054XX S WOLCOTT AVE,0560,SIMPLE,APARTMENT,True,True,0932,009,16,61,08A,1164610,1868651,2023,2023-10-13T15:41:35.000,41.795188333,-87.671906697,"{'latitude': '41.795188333', 'longitude': '-87.671906697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,14924,59,767,2,37,23,128,16
BATTERY,13234329,JG452616,2023-10-05T22:45:00.000,0000X N WABASH AVE,0462,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",CTA STATION,False,False,0112,001,34,32,04B,1176805,1900577,2023,2023-10-13T15:41:35.000,41.882529537,-87.626223856,"{'latitude': '41.882529537', 'longitude': '-87.626223856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14310,38,580,36,41,22,93,34
BATTERY,13240761,JG459093,2023-10-05T22:30:00.000,0000X E BELLEVUE PL,0460,SIMPLE,RESTAURANT,False,False,1824,018,42,8,08B,1176461,1907515,2023,2023-10-14T15:40:51.000,41.901575537,-87.627277377,"{'latitude': '41.901575537', 'longitude': '-87.627277377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,105,36,6,14,197,42
BATTERY,13234403,JG452660,2023-10-05T22:10:00.000,032XX W 63RD PL,0460,SIMPLE,STREET,False,False,0823,008,14,66,08B,1155904,1862334,2023,2023-10-13T15:41:35.000,41.778032951,-87.704001495,"{'latitude': '41.778032951', 'longitude': '-87.704001495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,21867,64,293,6,58,13,276,14
BATTERY,13234307,JG452606,2023-10-05T22:05:00.000,055XX N KENMORE AVE,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2023,020,48,77,08B,1168247,1937041,2023,2023-10-13T15:41:35.000,41.982777739,-87.656591889,"{'latitude': '41.982777739', 'longitude': '-87.656591889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,22616,76,145,16,15,2,47,48
BATTERY,13236102,JG452611,2023-10-05T22:01:00.000,015XX S TRUMBULL AVE,0460,SIMPLE,APARTMENT,False,True,1021,010,24,29,08B,1153618,1892294,2023,2023-10-13T15:41:35.000,41.860292789,-87.711587379,"{'latitude': '41.860292789', 'longitude': '-87.711587379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,772,14,57,21,153,24
BATTERY,13234341,JG452634,2023-10-05T21:35:00.000,019XX W MADISON ST,0460,SIMPLE,STREET,True,False,1223,012,27,28,08B,1163655,1900042,2023,2023-10-13T15:41:35.000,41.881348623,-87.674525788,"{'latitude': '41.881348623', 'longitude': '-87.674525788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,21184,29,90,46,28,15,75,27
BATTERY,13234333,JG452577,2023-10-05T21:31:00.000,024XX W 55TH ST,0454,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",PARK PROPERTY,True,False,0824,008,15,63,08B,1161127,1868139,2023,2023-10-13T15:41:35.000,41.793856167,-87.684693126,"{'latitude': '41.793856167', 'longitude': '-87.684693126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,14924,61,778,3,58,13,269,15
BATTERY,13234347,JG452593,2023-10-05T21:26:00.000,024XX S DRAKE AVE,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1024,010,22,30,08B,1153091,1887513,2023,2023-10-13T15:41:35.000,41.847183619,-87.713648527,"{'latitude': '41.847183619', 'longitude': '-87.713648527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,755,28,57,21,130,22
BURGLARY,13234370,JG452649,2023-10-05T21:20:00.000,0000X W 44TH ST,0620,UNLAWFUL ENTRY,APARTMENT,False,False,0215,002,3,38,05,1176921,1875852,2023,2023-10-13T15:41:35.000,41.814679746,-87.626545144,"{'latitude': '41.814679746', 'longitude': '-87.626545144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,14924,4,219,9,37,24,98,8
ASSAULT,13234386,JG452600,2023-10-05T21:19:00.000,001XX W 104TH PL,0560,SIMPLE,RESIDENCE,False,True,0512,005,9,49,08A,1177174,1835662,2023,2023-10-13T15:41:35.000,41.704388082,-87.626827858,"{'latitude': '41.704388082', 'longitude': '-87.626827858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,21861,45,524,22,19,10,256,11
BATTERY,13235075,JG453512,2023-10-05T21:15:00.000,0000X S WESTERN AVE,0460,SIMPLE,CTA BUS STOP,False,False,1223,012,27,28,08B,1160424,1899515,2023,2023-10-13T15:41:35.000,41.879969936,-87.686404454,"{'latitude': '41.879969936', 'longitude': '-87.686404454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,785,46,28,16,138,27
ASSAULT,13236314,JG454964,2023-10-05T21:00:00.000,047XX S HALSTED ST,0560,SIMPLE,VEHICLE NON-COMMERCIAL,False,True,0933,009,20,61,08A,1171764,1873607,2023,2023-10-13T15:41:35.000,41.808634077,-87.645527495,"{'latitude': '41.808634077', 'longitude': '-87.645527495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14924,59,708,48,37,23,117,15
BATTERY,13235488,JG453674,2023-10-05T21:00:00.000,008XX E 103RD ST,0460,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0511,005,8,50,08B,1183954,1836859,2023,2023-10-13T15:41:35.000,41.707517481,-87.601963561,"{'latitude': '41.707517481', 'longitude': '-87.601963561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,47,254,43,19,10,256,11
BATTERY,13234316,JG452573,2023-10-05T20:51:00.000,080XX S GREEN ST,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0621,006,17,71,08B,1172037,1851483,2023,2023-10-13T15:41:35.000,41.747917252,-87.645175559,"{'latitude': '41.747917252', 'longitude': '-87.645175559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,487,13,59,20,229,17
BATTERY,13237092,JG455848,2023-10-05T20:00:00.000,002XX N PINE AVE,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1523,015,37,25,08B,1139458,1901169,2023,2023-10-13T15:41:35.000,41.884916598,-87.76334948,"{'latitude': '41.884916598', 'longitude': '-87.76334948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,674,45,32,25,84,37
ASSAULT,13237989,JG453918,2023-10-05T20:00:00.000,049XX N MARMORA AVE,0520,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,1622,016,45,11,04A,1135851,1932584,2023,2023-10-13T15:41:35.000,41.971187881,-87.775845107,"{'latitude': '41.971187881', 'longitude': '-87.775845107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20,21869,11,780,50,48,12,43,45
BATTERY,13234330,JG452524,2023-10-05T19:54:00.000,0000X W TERMINAL ST,0460,SIMPLE,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,False,False,1651,016,41,76,08B,1100317,1935229,2023,2023-10-13T15:41:35.000,41.979006297,-87.906463155,"{'latitude': '41.979006297', 'longitude': '-87.906463155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34,16197,75,668,29,38,12,3,41
ASSAULT,13234240,JG452549,2023-10-05T19:50:00.000,061XX S MARSHFIELD AVE,051A,AGGRAVATED - HANDGUN,STREET,False,False,0714,007,16,67,04A,1166394,1863963,2023,2023-10-13T15:41:35.000,41.782286033,-87.66549827,"{'latitude': '41.782286033', 'longitude': '-87.66549827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,65,276,3,23,17,164,16
BATTERY,13234219,JG452534,2023-10-05T19:37:00.000,002XX W GRAND AVE,0460,SIMPLE,SIDEWALK,False,False,1831,018,42,8,08B,1174539,1903858,2023,2023-10-13T15:41:35.000,41.891583724,-87.634446444,"{'latitude': '41.891583724', 'longitude': '-87.634446444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,4446,37,652,36,55,14,73,42
BATTERY,13234265,JG452498,2023-10-05T19:30:00.000,095XX S WALLACE ST,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2223,022,9,73,08B,1173982,1841614,2023,2023-10-13T15:41:35.000,41.720792493,-87.638340499,"{'latitude': '41.720792493', 'longitude': '-87.638340499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21861,72,593,13,19,9,243,11
ASSAULT,13234092,JG452477,2023-10-05T19:08:00.000,066XX N ASHLAND AVE,0560,SIMPLE,SIDEWALK,False,False,2432,024,49,1,08A,1164412,1944024,2023,2023-10-13T15:41:35.000,42.002021566,-87.670497326,"{'latitude': '42.002021566', 'longitude': '-87.670497326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46,21853,10,242,5,9,11,41,49
ASSAULT,13234229,JG452474,2023-10-05T19:00:00.000,012XX N LARAMIE AVE,051A,AGGRAVATED - HANDGUN,STREET,False,True,2533,025,37,25,04A,1141474,1907683,2023,2023-10-13T15:41:35.000,41.902754811,-87.755785292,"{'latitude': '41.902754811', 'longitude': '-87.755785292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,26,600,45,5,6,195,37
ASSAULT,13234261,JG452562,2023-10-05T19:00:00.000,031XX W MADISON ST,0560,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,False,False,1124,011,28,27,08A,1155522,1899851,2023,2023-10-13T15:41:35.000,41.880991939,-87.704394994,"{'latitude': '41.880991939', 'longitude': '-87.704394994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21184,28,737,23,28,16,123,28
BATTERY,13235042,JG453372,2023-10-05T19:00:00.000,006XX E 50TH PL,0498,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,0223,002,20,38,04B,1181304,1871670,2023,2023-10-13T15:41:35.000,41.803103949,-87.610596909,"{'latitude': '41.803103949', 'longitude': '-87.610596909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21192,4,165,10,10,24,116,20
BATTERY,13235247,JG452454,2023-10-05T18:48:00.000,118XX S WALLACE ST,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0524,005,21,53,08B,1174436,1826415,2023,2023-10-13T15:41:35.000,41.679074102,-87.637127624,"{'latitude': '41.679074102', 'longitude': '-87.637127624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,21861,50,255,22,19,10,220,21
BATTERY,13234379,JG452613,2023-10-05T18:45:00.000,102XX S LA SALLE ST,0460,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,0511,005,9,49,08B,1177076,1837047,2023,2023-10-13T15:41:35.000,41.708190922,-87.627145126,"{'latitude': '41.708190922', 'longitude': '-87.627145126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,45,569,43,19,10,250,11
BATTERY,13234269,JG452439,2023-10-05T18:37:00.000,048XX W STRONG ST,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1623,016,45,12,08B,1143256,1932476,2023,2023-10-13T15:41:35.000,41.970756065,-87.748618462,"{'latitude': '41.970756065', 'longitude': '-87.748618462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20,21869,12,746,50,48,12,58,45
BATTERY,13234210,JG452428,2023-10-05T18:30:00.000,111XX S VINCENNES AVE,0460,SIMPLE,GAS STATION,False,False,2234,022,21,75,08B,1166985,1830593,2023,2023-10-13T15:41:35.000,41.690701233,-87.664282585,"{'latitude': '41.690701233', 'longitude': '-87.664282585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,74,378,22,13,9,263,21
ASSAULT,13234445,JG452563,2023-10-05T18:30:00.000,076XX S VINCENNES AVE,051A,AGGRAVATED - HANDGUN,RESTAURANT,False,True,0623,006,17,69,04A,1175515,1854490,2023,2023-10-13T15:41:35.000,41.756091788,-87.632341337,"{'latitude': '41.756091788', 'longitude': '-87.632341337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,67,495,31,59,20,228,17
BATTERY,13234044,JG452440,2023-10-05T18:30:00.000,023XX S CHRISTIANA AVE,0460,SIMPLE,STREET,False,False,1024,010,22,30,08B,1154399,1888201,2023,2023-10-13T15:41:35.000,41.849045571,-87.708829783,"{'latitude': '41.849045571', 'longitude': '-87.708829783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,291,28,57,21,130,22
BATTERY,13236099,JG452425,2023-10-05T18:24:00.000,013XX S MILLARD AVE,0498,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,1011,010,24,29,04B,1152254,1893544,2023,2023-10-13T15:41:35.000,41.863749929,-87.716561346,"{'latitude': '41.863749929', 'longitude': '-87.716561346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,33,14,57,21,155,24
BURGLARY,13236755,JG455542,2023-10-05T18:00:00.000,053XX W WINONA ST,0630,ATTEMPT FORCIBLE ENTRY,RESIDENCE,False,False,1623,016,45,11,05,1139816,1933733,2023,2023-10-13T15:41:35.000,41.974269108,-87.761236937,"{'latitude': '41.974269108', 'longitude': '-87.761236937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20,21869,11,128,50,48,12,58,45
BURGLARY,13234158,JG452518,2023-10-05T18:00:00.000,038XX E 110TH ST,0620,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,0433,004,10,52,05,1203638,1832636,2023,2023-10-13T15:41:35.000,41.695447856,-87.530026222,"{'latitude': '41.695447856', 'longitude': '-87.530026222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,49,552,47,25,19,247,6
BURGLARY,13235757,JG452971,2023-10-05T18:00:00.000,063XX S HONORE ST,0610,FORCIBLE ENTRY,RESIDENCE,False,False,0726,007,15,67,05,1165102,1862586,2023,2023-10-13T15:41:35.000,41.778534805,-87.670274038,"{'latitude': '41.778534805', 'longitude': '-87.670274038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,65,281,3,23,17,205,15
BATTERY,13238778,JG453269,2023-10-05T18:00:00.000,007XX W FULLERTON AVE,0495,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,False,False,1935,019,43,7,04B,1171121,1916186,2023,2023-10-13T15:41:35.000,41.925488141,-87.646636619,"{'latitude': '41.925488141', 'longitude': '-87.646636619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51,21190,68,794,34,16,14,149,43
BATTERY,13236415,JG455136,2023-10-05T18:00:00.000,057XX S FAIRFIELD AVE,0497,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,0824,008,15,63,04B,1159021,1866510,2023,2023-10-13T15:41:35.000,41.789429314,-87.692460272,"{'latitude': '41.789429314', 'longitude': '-87.692460272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21867,61,112,2,58,13,269,15
